tss_service_levels_d_v.business_process_name	tss_workgroups_d.workgroup_name	0.0002682403433476395	
tss_service_levels_d_v.service_level_group_desc	tss_workgroups_d.workgroup_name	0.00014443710795642125	
tss_service_levels_d_v.sdp_service_level	tss_workgroups_d.workgroup_name	0.000141179128077705	
tss_service_levels_d_v.service_group_meaning	tss_workgroups_d.workgroup_desc	0.00013520822065981613	
tss_service_levels_d_v.service_group_code	tss_workgroups_d.workgroup_desc	0.00013520822065981613	
tss_service_levels_d_v.service_level_code	tss_workgroups_d.workgroup_desc	0.00012480758830136872	
tss_service_levels_d_v.sdp_service_level	tss_workgroups_d.workgroup_desc	8.539466567988386e-05	
tss_service_levels_d_v.service_level_desc	tss_workgroups_d.workgroup_desc	8.320505886757915e-05	
tss_service_levels_d_v.business_process_desc	tss_workgroups_d.workgroup_desc	7.726184037703778e-05	
tss_service_levels_d_v.business_process_name	tss_workgroups_d.workgroup_desc	7.726184037703778e-05	
tss_service_levels_d_v.service_level_group_desc	tss_workgroups_d.workgroup_desc	4.160252943378957e-05	
